POU2F2	GADD45A	-0.343
POU2F2	NFKBIL1	-0.196
POU2F2	TMEM223	0.058
POU2F2	NDUFV1	0.058
POU2F2	IL4I1	-0.343
POU2F2	IRF5	0.618
POU2F2	SAMD10	-0.093
POU2F2	BBC3	-0.196
POU2F2	CD79A	-0.492
POU2F2	ARMC12	-0.506
POU2F2	PARP16	0.654
POU2F2	NFKBIA	-0.835
POU2F2	PPIA	-0.343
POU2F2	CFL1	0.654
POU2F2	UBC	0.058
POU2F2	TMEM107	0.654
POU2F2	WDR74	1.308
POU2F2	TNFRSF1B	-0.318
POU2F2	CNTD2	0.058
POU2F2	CDHR2	0.146
POU2F2	CALM2	-0.506
POU2F2	PNN	-0.318
POU2F2	LHX2	-0.506
POU2F2	RNASEH2A	-0.492
POU2F2	PTPRCAP	-0.318
POU2F2	ECSCR	-0.093
POU2F2	B2M	0.301
POU2F2	EIF1	-0.093
POU2F2	HIST1H2BG	-0.506
POU2F2	TNFSF9	-0.196
POU2F2	ACTRT3	-0.343
POU2F2	KDM6B	-0.318
POU2F2	ZC3H10	-0.093
POU2F2	GDF11	-0.343
POU2F2	BOLA1	-0.035
POU2F2	NBEAL2	-0.093
POU2F2	TNF	-0.343
POU2F2	HIST1H3B	0.618
POU2F2	PTPN6	1.285
POU2F2	RNF31	-0.318
POU2F2	HIST1H2BO	-0.835
POU2F2	BLCAP	0.458
POU2F2	RPL17-C18orf32	-0.492
POU2F2	CD82	-0.506
POU2F2	PKM	0.654
POU2F2	MGAT3	0.146
POU2F2	ZFP36L1	0.058
POU2F2	AC010325.1	-0.050
POU2F2	PFKFB4	0.654
POU2F2	PTPN7	-0.343
POU2F2	GTPBP1	-0.318
POU2F2	ANP32A	-0.343
POU2F2	HLA-B	-0.506
POU2F2	C19orf24	-0.093
POU2F2	B3GALT4	0.053
POU2F2	EIF3G	0.146
POU2F2	U2AF1L4	0.654
POU2F2	AC008012.1	0.146
POU2F2	NDUFAF3	-0.392
POU2F2	AC009133.6	-0.506
POU2F2	EMILIN1	-0.492
POU2F2	TLN1	-0.492
POU2F2	TNKS1BP1	-0.514
POU2F2	REC8	-0.343
POU2F2	TMEM138	-0.093
POU2F2	UBALD2	-0.318
POU2F2	ZMIZ2	0.058
POU2F2	HIST1H2BM	0.618
POU2F2	PATL2	0.185
POU2F2	RNPEPL1	-0.343
POU2F2	RPS18	-0.492
POU2F2	RRAS	-0.343
POU2F2	GPR132	-0.998
POU2F2	HIST1H1E	1.308
POU2F2	ZC3H12A	-0.196
POU2F2	CNN2	0.654
POU2F2	RNF167	-0.283
POU2F2	ITGAE	0.058
POU2F2	ZCWPW1	1.272
POU2F2	CXCR4	-0.318
POU2F2	CCDC88B	-0.196
POU2F2	DAO	-0.093
POU2F2	ESYT1	-0.506
POU2F2	STX5	-0.492
POU2F2	SCAND1	0.146
POU2F2	TNK2	-0.343
POU2F2	MAP2K3	-0.318
POU2F2	SLC15A4	-0.506
POU2F2	IRF2BP2	-0.434
POU2F2	TMED8	0.058
POU2F2	NUDT1	-0.093
POU2F2	HEXIM1	-0.392
POU2F2	DUSP4	-0.343
POU2F2	GPR15	-0.492
POU2F2	TYMP	0.565
POU2F2	MLX	-0.506
POU2F2	TTI2	-0.823
POU2F2	FAU	0.146
POU2F2	GNGT2	-0.343
POU2F2	NFKBIE	-0.506
POU2F2	HIST1H3J	-0.998
POU2F2	TEX54	0.058
POU2F2	PTMA	0.058
POU2F2	KLHDC7B	0.146
POU2F2	CCDC28B	-0.343
POU2F2	CDT1	-0.343
POU2F2	GCSAM	-0.506
POU2F2	MTERF4	0.618
POU2F2	HIST1H2BJ	0.053
POU2F2	IRF7	-0.318
POU2F2	LAPTM5	0.146
POU2F2	FCMR	-0.347
POU2F2	ACTR3	0.618
POU2F2	HIST1H2AJ	0.058
POU2F2	DALRD3	-0.318
POU2F2	POLG2	-0.701
POU2F2	CCR7	0.458
POU2F2	ZNF34	-0.492
POU2F2	HLA-DMA	-0.290
POU2F2	CHI3L2	-0.492
POU2F2	PDE2A	0.618
POU2F2	AD000671.2	0.618
POU2F2	AP002990.1	-0.138
POU2F2	ASTL	0.035
POU2F2	BRD2	-0.343
POU2F2	KMT2B	0.058
POU2F2	MSC	0.146
POU2F2	PROB1	0.058
POU2F2	MYH9	-0.343
POU2F2	PIM2	-0.093
POU2F2	TSPOAP1	1.455
POU2F2	HIST2H2AC	0.712
POU2F2	ATP6V1G2-DDX39B	0.058
POU2F2	EGR3	-0.343
POU2F2	SLC35A2	0.146
POU2F2	HIST1H1A	-0.492
POU2F2	HIST1H2BK	-0.492
POU2F2	AD000671.1	0.654
POU2F2	ZFP36	0.800
POU2F2	ZNF428	-0.492
POU2F2	FUS	-0.318
POU2F2	EHD4	-0.093
POU2F2	HIST1H4D	-0.318
POU2F2	C12orf57	1.637
POU2F2	CSK	0.058
POU2F2	PDE6D	-0.093
POU2F2	LYN	-0.343
POU2F2	RHOH	0.618
POU2F2	GADD45B	-0.138
POU2F2	RPS6KB2	-0.343
POU2F2	JUND	0.146
POU2F2	NINJ2	0.146
POU2F2	SPATA3	0.058
POU2F2	SLC35G6	0.618
POU2F2	IL21R	-0.434
POU2F2	ENO3	0.640
POU2F2	ARPC5L	0.618
POU2F2	MEPCE	1.272
POU2F2	HSP90B1	0.058
POU2F2	RBM38	-0.093
POU2F2	RASSF7	-0.343
POU2F2	SLC25A11	-0.525
POU2F2	CMKLR1	-0.492
POU2F2	RHOF	-0.093
POU2F2	E2F3	0.053
POU2F2	TNIP1	-0.685
POU2F2	HIST1H2AL	-0.343
POU2F2	CCNL2	-0.506
POU2F2	EEF1A1	0.058
POU2F2	CD68	1.101
POU2F2	SCIMP	-0.093
POU2F2	AC073283.3	-0.093
POU2F2	JAG1	-0.343
POU2F2	MLLT6	-0.506
POU2F2	SLAMF1	-0.506
POU2F2	DUSP2	1.412
POU2F2	STAT3	-0.196
POU2F2	HIST1H2AM	-1.011
POU2F2	POLDIP3	1.308
POU2F2	COTL1	-0.492
POU2F2	RPL35	0.618
POU2F2	DNMT1	-0.343
POU2F2	MUS81	0.755
POU2F2	POLR2A	1.237
POU2F2	HIST1H2AC	0.423
POU2F2	RARS	-0.318
POU2F2	PHOSPHO1	-0.318
POU2F2	BORCS6	-0.343
POU2F2	HIST1H1B	-0.492
POU2F2	IER5	-0.343
POU2F2	FFAR1	-0.318
POU2F2	SERTAD1	-0.492
POU2F2	HDDC3	-0.093
POU2F2	PARP2	-0.172
POU2F2	KLF6	-0.172
POU2F2	CREBL2	0.618
POU2F2	DVL2	-0.492
POU2F2	CCND2	-0.196
POU2F2	BLK	-0.318
POU2F2	HIST1H2BD	1.237
POU2F2	RPL10	-0.318
POU2F2	HIST2H2AB	-0.035
POU2F2	MRM2	-0.093
POU2F2	PLEKHG2	1.201
POU2F2	RAD23A	-0.492
POU2F2	TMEM39A	-0.506
POU2F2	E2F7	-0.492
POU2F2	VPS52	-0.492
POU2F2	TET2	0.146
POU2F2	HIST1H1C	-0.196
POU2F2	PPAN-P2RY11	0.021
POU2F2	PRRC2A	-0.318
POU2F2	FAM111B	-0.343
POU2F2	HNRNPAB	-0.343
POU2F2	NEK8	-0.823
POU2F2	MAT2A	-0.506
POU2F2	PSENEN	0.058
POU2F2	PPP1R10	-0.196
POU2F2	STK17B	-0.492
POU2F2	HIST2H2BE	1.272
POU2F2	TRAF1	0.058
POU2F2	ARHGDIA	0.618
POU2F2	HIST1H2AG	-0.093
POU2F2	JUNB	-0.260
POU2F2	PSTPIP1	-0.506
POU2F2	WDR87	-0.093
POU2F2	UNK	0.654
REST	C11orf94	0.058
REST	CRACR2B	-0.506
REST	LAMC3	0.618
REST	MYOZ1	-0.318
REST	AC023509.3	-0.343
REST	CCDC106	-0.492
REST	PRDM11	-0.210
REST	DAXX	0.356
REST	AP003419.1	-0.780
REST	CNP	-0.093
REST	CEACAM8	0.058
REST	DHCR24	-0.093
REST	OTOP3	-0.885
REST	HCN3	0.828
REST	TMEM253	-0.052
REST	MAFG	0.069
REST	SPRED1	-0.343
REST	TOR1AIP1	-0.685
REST	C8orf82	-0.492
REST	CHD2	-0.196
REST	DDIT4	-0.492
REST	DDX39B	0.087
REST	SERINC3	-0.492
REST	WBP1	-0.343
REST	ZSWIM8	0.146
REST	ANKRD63	-0.318
REST	C3orf14	1.540
REST	CDK10	0.146
REST	LRP2BP	0.058
REST	PHYHIPL	0.756
REST	SLC35G2	-0.285
REST	LRRC14	0.126
REST	FAM174B	0.816
REST	ANXA5	-0.685
REST	TLCD2	-0.138
REST	TMEM18	-0.506
REST	MPDU1	-0.538
REST	NEFH	0.473
REST	BCL9L	-0.492
REST	DKK1	-0.492
REST	NKX1-1	0.487
REST	RECQL4	0.216
REST	CDC25B	-0.919
REST	ZFP91	0.146
REST	PCED1B	0.301
REST	ZMYND8	-0.506
REST	CRYBA2	-0.434
REST	DBP	-0.093
REST	ESRP2	-0.492
REST	C6orf58	1.330
REST	FBXL5	-0.506
REST	FXYD1	0.146
REST	NYAP2	-0.436
REST	ACSL3	-0.318
REST	AMIGO2	0.764
REST	CAPNS1	-0.492
REST	GSK3A	-0.347
REST	SYP	1.447
REST	CHGB	1.807
REST	RPL23A	0.081
REST	PDE10A	-0.343
REST	ENOX1	-0.343
REST	PFN1	-0.835
REST	SIGLEC10	0.146
REST	GDAP1L1	-0.323
REST	RESP18	-0.717
REST	ARR3	-0.318
REST	TRPC7	-0.193
REST	CHEK1	-0.492
REST	TIGD3	-0.364
REST	H2AFJ	-0.093
REST	RIC8A	-0.998
REST	TMEM151A	-0.825
REST	TUBGCP5	-0.093
REST	IREB2	0.654
REST	DPP10	-0.525
REST	NTSR2	1.282
REST	CHRM4	1.362
REST	SMPD3	1.737
REST	METTL23	-0.318
REST	SYN1	1.638
REST	NXPH1	1.485
REST	COL9A1	-0.343
REST	RPL29	0.618
REST	ERCC6L2	0.146
REST	SMIM10L1	0.058
REST	SLC8A2	-0.299
REST	LPXN	0.618
REST	SSPN	-0.343
REST	SLC26A4	-0.709
REST	TMEM107	-0.599
REST	ACTG1	-0.492
REST	CNTD2	-0.434
REST	CALM2	-0.343
REST	ALOXE3	-0.506
REST	ALG1	0.058
REST	PUF60	-0.093
REST	STUB1	-0.998
REST	EIF1	0.654
REST	MAD1L1	-0.492
REST	ERMN	-0.318
REST	AKR1B15	0.146
REST	RPL27A	0.113
REST	MYC	1.123
REST	KDM6B	-0.998
REST	REST	0.394
REST	MT1A	-0.492
REST	PBX2	-0.492
REST	PPP4R3B	-0.186
REST	KCNS2	0.867
REST	HOXA5	-0.343
REST	F5	-0.196
REST	C20orf144	-0.492
REST	HIST1H2BO	-0.506
REST	MAPK8IP2	0.816
REST	RPS19	0.336
REST	GOLGA7B	1.564
REST	BAK1	-0.093
REST	MLN	0.148
REST	DCTN2	-0.436
REST	TOB2	-0.318
REST	ARID3A	-0.318
REST	SLITRK1	-0.054
REST	ONECUT1	-0.196
REST	AMPD3	-0.492
REST	CCNL1	-0.492
REST	BARHL1	2.029
REST	C6orf48	-0.506
REST	NEUROD4	1.225
REST	DISP3	1.888
REST	CLK2	0.660
REST	PLBD2	-0.384
REST	SLC25A22	-0.492
REST	PCDH8	1.765
REST	DRGX	-0.693
REST	EDN1	0.058
REST	LY6G6D	-0.343
REST	MYADM	0.618
REST	TMEM200A	0.113
REST	S100A6	-0.196
REST	CCER2	-0.318
REST	ANKRD37	0.126
REST	BARHL2	-0.093
REST	UTS2R	-0.492
REST	HIST1H1E	-0.657
REST	CAPG	0.618
REST	TNS2	-0.343
REST	MOSMO	-1.051
REST	ATP6V0B	0.113
REST	EPB41	0.676
REST	SYT5	1.513
REST	GAD2	-1.306
REST	EPHA8	-0.093
REST	RTL10	-0.506
REST	FITM1	-0.492
REST	TM4SF1	0.181
REST	NEUROD1	0.313
REST	TMEM179	0.044
REST	MRPS34	0.146
REST	TMEM145	1.213
REST	RAB36	0.654
REST	CHGA	1.813
REST	HMX2	-0.196
REST	SLC8B1	-0.538
REST	GPCPD1	-0.492
REST	AKAIN1	-0.162
REST	CCDC97	-0.360
REST	MAP4K5	0.146
REST	MADD	-0.093
REST	HSPE1-MOB4	-0.093
REST	SCN8A	-0.506
REST	KCNK12	1.828
REST	PPM1N	0.058
REST	AP1S1	-0.260
REST	GLRA3	-0.167
REST	RPL12	0.146
REST	NTNG1	-0.492
REST	TSPAN4	-0.848
REST	DPYSL4	0.421
REST	PTRH2	0.146
REST	LHX3	1.680
REST	TXNRD2	-0.506
REST	PI4KA	0.654
REST	SYNJ1	0.854
REST	CENPB	-0.685
REST	AGPAT5	-0.492
REST	SHC1	-0.848
REST	ADAM29	-0.378
REST	CFAP70	-0.093
REST	POLR2L	-0.823
REST	MYO19	0.058
REST	FOSB	0.654
REST	LRRC46	0.618
REST	LRFN1	0.146
REST	FAM78B	-0.506
REST	ACSL6	1.298
REST	INHBB	-0.318
REST	TAOK1	-0.835
REST	NEFM	0.073
REST	RTEL1	-0.506
REST	CACNG2	0.114
REST	HECTD1	-0.093
REST	FASN	-0.585
REST	CD151	-0.789
REST	TCIM	-0.138
REST	FBXO41	0.621
REST	GNAI2	-0.492
REST	TGFBR2	-0.492
REST	SAP30	-0.285
REST	ALDH3A1	-0.506
REST	SLC9A3R1	-0.506
REST	TANGO2	0.618
REST	IPO13	-0.473
REST	ANGPTL7	-0.343
REST	HCN2	0.063
REST	DISP2	0.155
REST	HIST1H1A	0.618
REST	LTBP2	-0.343
REST	C19orf73	0.082
REST	ANGPTL6	-0.660
REST	SYT4	-0.657
REST	SH2D6	-0.506
REST	S1PR3	-0.093
REST	PRUNE2	0.567
REST	GPS2	-0.115
REST	RELL1	-0.196
REST	MUC16	0.292
REST	GPR6	1.575
REST	GAPDH	-0.660
REST	ENKD1	-0.343
REST	C12orf57	-0.506
REST	MRPL53	0.146
REST	CCT8L2	0.058
REST	CCDC116	0.577
REST	RPS15	-0.306
REST	CHKB	-0.639
REST	FAM131C	0.146
REST	BRSK2	-0.492
REST	OR52A1	-0.343
REST	SLC4A2	0.058
REST	DENR	-0.197
REST	FIBCD1	0.654
REST	SIRT7	0.423
REST	FHL3	-0.196
REST	NCAPG	-0.093
REST	EGR4	-0.366
REST	RHOF	-0.196
REST	APOM	0.301
REST	UBE2Q1	0.009
REST	RASSF5	-0.506
REST	XKR4	1.746
REST	AC025165.3	-0.318
REST	AGT	-0.343
REST	BICDL1	0.801
REST	NMS	-0.503
REST	BSX	0.814
REST	IGF2BP1	-0.835
REST	LPIN1	0.712
REST	POP4	-0.810
REST	DPYSL2	-0.894
REST	SCRT2	-0.112
REST	ETS2	-0.093
REST	DNAH3	-0.196
REST	SLC36A4	-0.688
REST	UNC45A	-0.318
REST	CHAT	-0.998
REST	VSIG10L	-0.318
REST	EIF4A3	-0.318
REST	MARCH4	1.902
REST	SRP54	-0.343
REST	POU5F1B	0.654
REST	TRIM9	-0.506
REST	POLR2A	-0.049
REST	AIFM3	0.618
REST	TNS3	-0.585
REST	QSOX2	-0.093
REST	HIST1H2AC	-0.318
REST	XKR7	1.890
REST	STXBP5L	0.078
REST	TOP3B	0.654
REST	KREMEN2	0.053
REST	PCNA	-0.093
REST	MED1	-0.506
REST	ELOVL2	-0.455
REST	VWC2L	1.621
REST	ANXA6	-0.318
REST	CBX5	-0.627
REST	ITPKC	-0.492
REST	IGFBP1	-0.492
REST	DUSP10	-0.318
REST	ASPHD1	1.760
REST	SHISA7	-0.506
REST	CLTCL1	-0.318
REST	GALNT13	-0.660
REST	SRCAP	-0.492
REST	LY6G5C	0.654
REST	ZSCAN22	0.654
REST	CCNJ	-0.343
REST	HMGN2	-0.825
REST	GNB1L	-0.506
REST	SCFD1	-0.506
REST	RXFP3	0.680
REST	C16orf92	0.336
REST	ASPH	0.241
REST	SYS1	-0.506
REST	SP5	-0.196
REST	NEK8	-0.289
REST	SRRM4	1.250
REST	TUBGCP6	-0.506
REST	DUSP1	0.568
REST	DYRK1B	-0.196
REST	DNASE2	-0.492
REST	RHOC	-0.343
REST	ZFR2	-0.196
REST	PTPRO	-0.196
REST	TRAPPC6B	-0.318
REST	CPLX3	-0.273
REST	TRIM66	-0.196
REST	ARID3C	0.618
REST	PSD	-0.057
REST	OLFM3	0.126
REST	PHF14	-0.343
REST	CHRNA4	0.314
REST	HNRNPH3	-0.260
REST	LAMP5	-0.093
REST	H3F3B	-0.506
REST	EEF1AKMT4-ECE2	0.148
REST	EML3	-0.093
REST	ANXA4	-0.506
REST	TRABD2A	-0.093
REST	MRPS7	0.058
REST	BPIFA3	0.423
REST	FSCN3	-0.492
REST	LSM3	0.618
REST	USP30	-0.492
REST	TMSB10	-0.318
REST	FAM155A	0.126
REST	ACTA1	0.244
REST	USP3	-0.506
REST	RPL15	-0.093
REST	CEBPD	-0.506
REST	KCNQ2	-0.053
REST	LCA5	-0.318
REST	RABGAP1	-0.411
REST	HOXB2	-0.343
REST	MYO1G	-0.343
REST	CEACAM18	-0.318
REST	CLIP4	-0.343
REST	AP3B2	-0.061
REST	AC002094.3	0.800
REST	OGFOD2	0.146
REST	CYP4F8	-0.318
REST	CEMIP	1.271
REST	FGF11	-0.196
REST	ATP6V0A1	-0.172
REST	CBX1	-0.343
REST	SPEF1	-0.318
REST	TREM2	-0.318
REST	CEACAM7	0.049
REST	MUC12	-0.343
REST	EXOC3L1	-0.506
REST	RAB10	-0.492
REST	CACNG7	-0.688
REST	NDUFB7	-0.343
REST	TRAPPC9	-0.196
REST	MPC2	-0.343
REST	GNAO1	0.448
REST	RAC3	-0.343
REST	ATF2	-0.318
REST	LRR1	-0.506
REST	CYB5D1	0.618
REST	NPDC1	1.349
REST	PIGW	0.618
REST	COL1A2	-0.343
REST	NDUFB8	-0.343
REST	PTPRN2	-0.740
REST	QTRT1	-0.689
REST	STON2	-0.568
REST	CCDC85B	-0.197
REST	MANF	0.618
REST	USP41	0.146
REST	ST7	-0.998
REST	MED15	-0.343
REST	SYT14	0.167
REST	DGCR8	0.146
REST	ADORA2A	-0.492
REST	INA	0.821
REST	SHMT2	-0.506
REST	OR4F6	0.146
REST	SEC14L5	1.241
REST	SEZ6L2	1.701
REST	PSMD5	-0.810
REST	NR6A1	-0.998
REST	ZBTB22	0.654
REST	RTBDN	0.954
REST	CYP4F12	-0.492
REST	RBM15	0.654
REST	STPG1	-0.093
REST	FAM24A	1.336
REST	LGALS14	-0.093
REST	A1BG	0.618
REST	FIBP	-0.360
REST	FITM2	-0.343
REST	FLNC	0.146
REST	ZNF219	0.146
REST	ZNF280A	0.618
REST	ZNF584	0.146
REST	AGBL5	-0.492
REST	PUS10	-0.492
REST	VSX1	-0.537
REST	SYT8	-0.343
REST	SULT4A1	0.311
REST	FOSL1	-0.343
REST	HRH3	0.791
REST	DARS	-0.492
REST	WDR17	-0.318
REST	P2RX6	0.790
REST	ATP6V1B2	0.819
REST	ERCC1	0.654
REST	KIFC2	-0.093
REST	HOXC8	-0.492
REST	TMEM189	0.058
REST	SLC38A10	-0.196
REST	TRPM3	-0.108
REST	ANKRD13B	-0.232
REST	ZNF292	-0.343
REST	TBX21	-0.093
REST	PAQR4	1.609
REST	DOK3	0.654
REST	CEP95	0.161
REST	EVA1B	-0.093
REST	AC009690.3	1.296
REST	VAMP2	-0.492
REST	TRAF4	-0.492
REST	ABHD5	0.654
REST	HES1	-0.065
REST	AC138647.1	0.277
REST	AC006538.2	1.670
REST	BX255925.3	-0.506
REST	SNRPA	-0.848
REST	LAMTOR1	-0.506
REST	AC090004.1	-0.343
REST	NANP	-0.318
REST	RHBDL1	-0.685
REST	UBC	-0.003
REST	ARPC4	-0.318
REST	ANKRD33	-0.093
REST	BAIAP2	-0.506
REST	HOMEZ	-0.506
REST	HPCA	1.736
REST	COX11	-0.196
REST	KCNC1	0.646
REST	LTBP4	0.146
REST	CFAP65	-0.660
REST	OSBPL7	-0.196
REST	DDAH2	-0.050
REST	METRN	-0.318
REST	NFKB2	-0.492
REST	RSPH14	0.654
REST	PPP1R15A	0.618
REST	IGSF9	-0.260
REST	BAG6	-0.318
REST	LGALS16	-0.196
REST	CHRNB2	1.874
REST	CELF3	1.243
REST	SLC18A3	1.210
REST	ARF3	-0.998
REST	MRPL57	-0.985
REST	P2RX5-TAX1BP3	-0.885
REST	DCAF11	-0.196
REST	APOB	-0.343
REST	DLL3	0.058
REST	MRPL14	-0.492
REST	ATXN7L2	-0.343
REST	ZGLP1	-0.506
REST	CADPS	0.311
REST	CADM3	1.069
REST	KCTD2	-0.506
REST	CLU	0.058
REST	KHK	0.058
REST	PTP4A3	-0.343
REST	PNMA2	-0.669
REST	VPS13C	-0.506
REST	RPL10A	0.146
REST	PKM	-0.289
REST	HKDC1	0.618
REST	ETFA	-0.093
REST	GTPBP3	-0.343
REST	FOXA1	0.146
REST	MTUS1	0.058
REST	HNRNPL	-0.492
REST	BGLAP	-0.093
REST	PLCXD3	0.146
REST	EIF5A	-0.942
REST	CA10	-0.035
REST	SLC25A13	0.271
REST	RAD51B	0.146
REST	SUPT5H	1.300
REST	VSTM2L	-0.427
REST	DDX1	-0.318
REST	PLEKHJ1	-0.196
REST	AL662899.2	-0.343
REST	CPNE9	0.629
REST	MEIKIN	-0.492
REST	SLC38A2	-0.093
REST	PPP1R3C	-0.506
REST	WSB1	-0.196
REST	FSTL5	-0.121
REST	ZNF768	-0.343
REST	RNF41	-0.492
REST	CNGA3	0.245
REST	TMEM211	-0.318
REST	MARCH9	0.148
REST	ACOD1	-0.093
REST	ANKHD1-EIF4EBP3	0.380
REST	ITGA3	0.146
REST	CDK5R2	1.359
REST	PCMT1	-0.492
REST	DRD2	0.177
REST	DPH2	-0.613
REST	CLCF1	-0.823
REST	TRMT61A	-0.290
REST	ANO9	-0.492
REST	GRIN1	1.013
REST	VSTM2A	-0.344
REST	PLCB2	-0.318
REST	KLHL22	-0.343
REST	RNF167	0.618
REST	ZCWPW1	-0.506
REST	NRL	-0.506
REST	AC006254.1	-0.506
REST	DAO	-0.093
REST	DHX16	-0.093
REST	CYB5R4	1.611
REST	ADAT1	-0.343
REST	PAF1	0.311
REST	POU3F1	-0.492
REST	MBD1	0.058
REST	ACD	-0.414
REST	GPR182	-0.196
REST	SLC15A4	-0.492
REST	RNF208	0.146
REST	HEXIM1	0.214
REST	DUSP4	-0.492
REST	SARM1	1.136
REST	BET1L	-0.985
REST	CNRIP1	-0.315
REST	POLM	-0.506
REST	NFKBIE	-0.343
REST	C6orf47	-0.093
REST	FLNB	0.146
REST	RPS26	-0.506
REST	MEIS2	0.058
REST	ATP6V1FNB	0.618
REST	SMCO1	-0.093
REST	RGSL1	-0.093
REST	AL121758.1	1.275
REST	HEATR5A	0.146
REST	BCL3	-0.436
REST	SLCO4A1	-0.093
REST	ATG101	-0.688
REST	SEPT5	0.618
REST	LRIT2	0.076
REST	VILL	0.058
REST	CARS2	-0.343
REST	SELENOV	0.654
REST	AC008878.1	-0.142
REST	LRSAM1	-0.318
REST	HLA-DMA	-0.196
REST	SST	1.456
REST	MAZ	-0.506
REST	TP53INP2	-0.506
REST	CACNA1B	-0.395
REST	AP002990.1	-0.436
REST	HOXB5	-0.492
REST	SH3BGRL3	0.058
REST	PCK1	0.618
REST	AC243967.1	0.618
REST	SMIM17	0.069
REST	GJC3	-0.093
REST	AC007731.5	-0.506
REST	TEDC2	-0.492
REST	LIN28B	0.058
REST	PLK3	-0.998
REST	CELSR3	1.754
REST	UNKL	-0.196
REST	HNMT	-0.196
REST	BEX1	-0.318
REST	BATF2	-0.196
REST	NFE2L1	0.618
REST	SEPT9	-0.343
REST	TTLL11	-1.214
REST	NEUROG3	-0.767
REST	TTC22	-0.289
REST	AL807752.6	0.458
REST	EFNA1	-0.660
REST	CCDC105	0.311
REST	PRKCG	-0.196
REST	SCG2	0.082
REST	PDE6D	-0.492
REST	CRKL	0.058
REST	EMC9	-0.093
REST	POLE	-0.492
REST	PRB2	1.602
REST	AC097637.1	-0.506
REST	GHSR	0.727
REST	ELAVL2	0.701
REST	CASKIN2	1.693
REST	HIST1H3D	-0.035
REST	NRG1	-0.196
REST	DSTN	-0.343
REST	MANEAL	0.572
REST	YIF1A	1.745
REST	GJD2	-0.876
REST	TMEM198	1.337
REST	CAPN2	-0.318
REST	TTC23	-0.343
REST	FGF18	0.146
REST	EAF1	0.058
REST	SYNDIG1L	-0.279
REST	ATF5	-0.492
REST	GPRIN1	1.764
REST	NIM1K	-0.492
REST	QRICH1	-0.318
REST	PDIA6	-0.093
REST	AC008982.1	-0.093
REST	KCNN4	-0.761
REST	TMEM271	-0.835
REST	GPR26	-0.346
REST	SLC7A4	-0.343
REST	TIMM50	0.058
REST	LZTR1	-0.506
REST	TMEM121B	0.392
REST	FAM89B	-0.343
REST	GSTT4	-0.196
REST	DUSP6	-0.538
REST	SLC34A3	-0.506
REST	MKKS	-0.093
REST	ARRB1	-0.343
REST	KLF6	-0.343
REST	RCC1	0.058
REST	PCDHGB2	0.146
REST	AMER3	0.139
REST	LGALS8	-0.196
