ENCFF005SGG	bam	bam		alignments	ENCSR110UPH	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100.0 nM	5.0 minute							JUN-human	DNA				formaldehyde		2017-10-19	GGR				3	1						ENCFF091UGX, GRCh38_no_alt_analysis_set_GCA_000001405.15	693316084	Tim Reddy, Duke	b4c1df3dc4610393bed6b1d5362f414b		https://www.encodeproject.org/files/ENCFF005SGG/@@download/ENCFF005SGG.bam	GRCh38				released	s3://encode-public/2017/10/13/a2e7c4d7-4472-4f36-b58b-ccef62caacc0/ENCFF005SGG.bam				
ENCFF441MPN	bed narrowPeak	bed	narrowPeak	peaks	ENCSR110UPH	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100.0 nM	5.0 minute							JUN-human	DNA				formaldehyde		2017-10-19	GGR				3	1						ENCFF005SGG, ENCFF386KQX	666519	Tim Reddy, Duke	52a94b8a4d6d5cb33814e2526dea58b5		https://www.encodeproject.org/files/ENCFF441MPN/@@download/ENCFF441MPN.bed.gz	GRCh38				released	s3://encode-public/2017/10/13/72e7187d-08dc-4e31-aab1-5820356242bb/ENCFF441MPN.bed.gz				
ENCFF621HBZ	bigWig	bigWig		signal of unique reads	ENCSR110UPH	ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100.0 nM	5.0 minute							JUN-human	DNA				formaldehyde		2017-10-19	GGR				3	1						ENCFF005SGG	157763350	Tim Reddy, Duke	e5972cabcb20eb12c41cf758637226a6		https://www.encodeproject.org/files/ENCFF621HBZ/@@download/ENCFF621HBZ.bigWig	GRCh38				released	s3://encode-public/2017/10/13/67c06b10-4eaf-4d13-99c4-0adbbfc5f52a/ENCFF621HBZ.bigWig				
ENCFF009UWA	bam	bam		alignments	ENCSR143CEO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	DNA						2017-06-29	ENCODE				1			100				ENCFF031OAX, ENCFF643CGH, ENCFF901OGE	3557383876	ENCODE Processing Pipeline	5892350d33bcd1c66e8eb13e800d4278		https://www.encodeproject.org/files/ENCFF009UWA/@@download/ENCFF009UWA.bam	GRCh38				released	s3://encode-public/2016/10/09/eca8a951-f585-4634-89ff-edb3302d5d39/ENCFF009UWA.bam				
ENCFF595GXX	bigWig	bigWig		signal p-value	ENCSR143CEO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	DNA						2017-06-29	ENCODE				1							ENCFF009UWA, ENCFF910IKB	984059251	ENCODE Processing Pipeline	ff92cc1ced94d6daa533ab92bcf4f01d		https://www.encodeproject.org/files/ENCFF595GXX/@@download/ENCFF595GXX.bigWig	GRCh38				released	s3://encode-public/2016/10/24/c8b7d342-b88c-4b88-bbbc-dd0f4c4e30b3/ENCFF595GXX.bigWig				
ENCFF528OBG	bigWig	bigWig		signal p-value	ENCSR143CEO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	DNA						2017-06-29	ENCODE				1, 2							ENCFF009UWA, ENCFF227IZS, ENCFF766PNT, ENCFF910IKB	1722124815	ENCODE Processing Pipeline	0be6d5b19a86286327c2e20eeba29407		https://www.encodeproject.org/files/ENCFF528OBG/@@download/ENCFF528OBG.bigWig	GRCh38				released	s3://encode-public/2016/10/24/b9b1c30c-1358-4610-8165-02e2cc27b5ff/ENCFF528OBG.bigWig				
ENCFF414CCP	bigWig	bigWig		fold change over control	ENCSR143CEO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	DNA						2017-06-29	ENCODE				1							ENCFF009UWA, ENCFF910IKB	1090876223	ENCODE Processing Pipeline	7c7bd90e142c9a9fcda970c24463fc3d		https://www.encodeproject.org/files/ENCFF414CCP/@@download/ENCFF414CCP.bigWig	GRCh38				released	s3://encode-public/2016/10/24/4aed540b-8cc2-4432-86d8-d0cc608da2de/ENCFF414CCP.bigWig				
ENCFF228NZS	bigWig	bigWig		fold change over control	ENCSR143CEO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	DNA						2017-06-29	ENCODE				1, 2							ENCFF009UWA, ENCFF227IZS, ENCFF766PNT, ENCFF910IKB	2017754933	ENCODE Processing Pipeline	6c046aeec0c365ab79ac09a14c8d3226		https://www.encodeproject.org/files/ENCFF228NZS/@@download/ENCFF228NZS.bigWig	GRCh38				released	s3://encode-public/2016/10/24/8e4fbd00-4c9b-44d8-9c78-4fa02e49dc90/ENCFF228NZS.bigWig				
ENCFF464LBI	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	ENCSR143CEO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	DNA						2017-06-29	ENCODE				1							ENCFF009UWA, ENCFF910IKB	6317674	ENCODE Processing Pipeline	9ba9f30072af0f7ee7f79443b800ba0e		https://www.encodeproject.org/files/ENCFF464LBI/@@download/ENCFF464LBI.bed.gz	GRCh38				released	s3://encode-public/2016/10/24/7ed2c68a-8a30-45a8-8a35-655e48d0d316/ENCFF464LBI.bed.gz				
ENCFF445IPT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	ENCSR143CEO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	DNA						2017-06-29	ENCODE				1, 2							ENCFF009UWA, ENCFF227IZS, ENCFF766PNT, ENCFF910IKB	7116301	ENCODE Processing Pipeline	f913b6f3c3c0751557b37e1de21fe0cd		https://www.encodeproject.org/files/ENCFF445IPT/@@download/ENCFF445IPT.bed.gz	GRCh38				released	s3://encode-public/2016/10/24/209aa334-826b-4e79-8df2-0450a5405437/ENCFF445IPT.bed.gz				
ENCFF010EXG	bam	bam		alignments	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens										MAFF-human	DNA						2014-07-07	ENCODE				3			36				ENCFF002EDF, ENCFF643CGH	948587275	ENCODE Processing Pipeline	4f5be2535976fcf52a49145a0a327651		https://www.encodeproject.org/files/ENCFF010EXG/@@download/ENCFF010EXG.bam	GRCh38				released	s3://encode-public/2016/10/09/1db0b104-cc72-437b-9eb9-01f515cd1662/ENCFF010EXG.bam				
ENCFF404NTU	bigWig	bigWig		signal p-value	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens										MAFF-human	DNA						2014-07-07	ENCODE				3							ENCFF010EXG, ENCFF459QXO	533380170	ENCODE Processing Pipeline	dfb6558a56750e5f9f29066db3bb386b		https://www.encodeproject.org/files/ENCFF404NTU/@@download/ENCFF404NTU.bigWig	GRCh38				released	s3://encode-public/2016/10/24/4a6d6915-b8c5-421a-811e-142fcc6e7cb9/ENCFF404NTU.bigWig				
ENCFF230ZYH	bigWig	bigWig		signal p-value	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens										MAFF-human	DNA						2014-07-07	ENCODE				2, 3							ENCFF010EXG, ENCFF387WOS, ENCFF459QXO, ENCFF714ZPY	1067243020	ENCODE Processing Pipeline	e7995b083205bc8f1019587cb699079d		https://www.encodeproject.org/files/ENCFF230ZYH/@@download/ENCFF230ZYH.bigWig	GRCh38				released	s3://encode-public/2016/10/24/3730843f-7f8c-4698-bf2f-68b3d808b71b/ENCFF230ZYH.bigWig				
ENCFF230VKS	bigWig	bigWig		fold change over control	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens										MAFF-human	DNA						2014-07-07	ENCODE				3							ENCFF010EXG, ENCFF459QXO	480407185	ENCODE Processing Pipeline	a4d06ca0bea17ef318e6f90e46a482a7		https://www.encodeproject.org/files/ENCFF230VKS/@@download/ENCFF230VKS.bigWig	GRCh38				released	s3://encode-public/2016/10/24/e2a46496-576f-4ef7-97ba-f2a63a9c2f1b/ENCFF230VKS.bigWig				
ENCFF218QWU	bigWig	bigWig		fold change over control	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens										MAFF-human	DNA						2014-07-07	ENCODE				2, 3							ENCFF010EXG, ENCFF387WOS, ENCFF459QXO, ENCFF714ZPY	1121689195	ENCODE Processing Pipeline	632b5311666af9bcf321145f7667cfe9		https://www.encodeproject.org/files/ENCFF218QWU/@@download/ENCFF218QWU.bigWig	GRCh38				released	s3://encode-public/2016/10/24/dbfa4f55-cc0e-4218-a2f8-838054c56af7/ENCFF218QWU.bigWig				
ENCFF928RGF	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens										MAFF-human	DNA						2014-07-07	ENCODE				3							ENCFF010EXG, ENCFF459QXO	4764825	ENCODE Processing Pipeline	a9a79188d3aca161d1f8d7a01e3d6449		https://www.encodeproject.org/files/ENCFF928RGF/@@download/ENCFF928RGF.bed.gz	GRCh38				released	s3://encode-public/2016/10/24/bd9dd2e9-8cb4-46fa-9011-cf80df316d16/ENCFF928RGF.bed.gz				
ENCFF750CVD	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens										MAFF-human	DNA						2014-07-07	ENCODE				2, 3							ENCFF010EXG, ENCFF387WOS, ENCFF459QXO, ENCFF714ZPY	6432641	ENCODE Processing Pipeline	d37833c2ea73fd760b5db4934136c914		https://www.encodeproject.org/files/ENCFF750CVD/@@download/ENCFF750CVD.bed.gz	GRCh38				released	s3://encode-public/2016/10/24/1d01c176-0238-4d0a-92b8-7812e9863a2d/ENCFF750CVD.bed.gz				
ENCFF010LCB	bam	bam		alignments	ENCSR785UCD	ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										ZNF8-human	DNA						2018-01-26	ENCODE				1			100				ENCFF615EAA, ENCFF643CGH, ENCFF839WCB	4404928343	ENCODE Processing Pipeline	b119cba897ac79f7b5adba434d6b0739		https://www.encodeproject.org/files/ENCFF010LCB/@@download/ENCFF010LCB.bam	GRCh38				released	s3://encode-public/2017/01/31/2c41572a-aee8-42a9-9b43-fce71f52be96/ENCFF010LCB.bam				
ENCFF666EWZ	bigWig	bigWig		signal p-value	ENCSR785UCD	ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										ZNF8-human	DNA						2018-01-26	ENCODE				1							ENCFF010LCB, ENCFF426RDP	1092715367	ENCODE Processing Pipeline	8337375ff706f7bb3f8414f4717ff2df		https://www.encodeproject.org/files/ENCFF666EWZ/@@download/ENCFF666EWZ.bigWig	GRCh38				released	s3://encode-public/2017/02/01/0df0da22-2703-4be7-95ec-a107acbf199a/ENCFF666EWZ.bigWig				
ENCFF647CCJ	bigWig	bigWig		signal p-value	ENCSR785UCD	ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										ZNF8-human	DNA						2018-01-26	ENCODE				1, 2							ENCFF010LCB, ENCFF175WBA, ENCFF291AFY, ENCFF426RDP	1781209255	ENCODE Processing Pipeline	c4b407329bcb3986f864b25f81c7050f		https://www.encodeproject.org/files/ENCFF647CCJ/@@download/ENCFF647CCJ.bigWig	GRCh38				released	s3://encode-public/2017/02/01/f4ca2360-c58e-42f0-ac7b-addbc179a120/ENCFF647CCJ.bigWig				
ENCFF097EUA	bigWig	bigWig		fold change over control	ENCSR785UCD	ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										ZNF8-human	DNA						2018-01-26	ENCODE				1							ENCFF010LCB, ENCFF426RDP	1060070765	ENCODE Processing Pipeline	3d1172226a27e19a419d42074e1aded2		https://www.encodeproject.org/files/ENCFF097EUA/@@download/ENCFF097EUA.bigWig	GRCh38				released	s3://encode-public/2017/02/01/93d371b4-5210-4f68-bff9-bbe30bba7de3/ENCFF097EUA.bigWig				
ENCFF722QMK	bigWig	bigWig		fold change over control	ENCSR785UCD	ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										ZNF8-human	DNA						2018-01-26	ENCODE				1, 2							ENCFF010LCB, ENCFF175WBA, ENCFF291AFY, ENCFF426RDP	2030754177	ENCODE Processing Pipeline	b177bf2f8c9f5bf3e51c53b0846c531b		https://www.encodeproject.org/files/ENCFF722QMK/@@download/ENCFF722QMK.bigWig	GRCh38				released	s3://encode-public/2017/02/01/00ab1d38-0e3d-4f3a-b351-058422e74690/ENCFF722QMK.bigWig				
ENCFF969GEX	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	ENCSR785UCD	ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										ZNF8-human	DNA						2018-01-26	ENCODE				1							ENCFF010LCB, ENCFF426RDP	5982586	ENCODE Processing Pipeline	a119f8997ceafa61281418392c62ce1a		https://www.encodeproject.org/files/ENCFF969GEX/@@download/ENCFF969GEX.bed.gz	GRCh38				released	s3://encode-public/2017/02/01/001690e7-b179-40a5-89e8-b80af14c807d/ENCFF969GEX.bed.gz				
ENCFF278KIH	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	ENCSR785UCD	ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										ZNF8-human	DNA						2018-01-26	ENCODE				1, 2							ENCFF010LCB, ENCFF175WBA, ENCFF291AFY, ENCFF426RDP	7088530	ENCODE Processing Pipeline	3cb7bfdf3e3a3463ddfc7bc8a460a6b2		https://www.encodeproject.org/files/ENCFF278KIH/@@download/ENCFF278KIH.bed.gz	GRCh38				released	s3://encode-public/2017/02/01/cb13f4b3-5fdb-401c-9a62-7b62e8a0b40b/ENCFF278KIH.bed.gz				
ENCFF011HOS	bam	bam		alignments	ENCSR112ALD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										CREB1-human	DNA						2017-11-14	ENCODE				2			100				ENCFF149OFF, ENCFF199RYE, ENCFF643CGH	6971221190	ENCODE Processing Pipeline	b4227754e5841cb3fab078fc2f2e7a27		https://www.encodeproject.org/files/ENCFF011HOS/@@download/ENCFF011HOS.bam	GRCh38				released	s3://encode-public/2016/11/08/816995a2-2df6-4478-bd61-d51feb39307e/ENCFF011HOS.bam				
ENCFF724TAT	bigWig	bigWig		signal p-value	ENCSR112ALD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										CREB1-human	DNA						2017-11-14	ENCODE				2							ENCFF011HOS, ENCFF190EPQ, ENCFF950AXC	1797301147	ENCODE Processing Pipeline	132b230c3c32de4b7b5353b2e6b68530		https://www.encodeproject.org/files/ENCFF724TAT/@@download/ENCFF724TAT.bigWig	GRCh38				released	s3://encode-public/2016/11/15/08944011-a640-4401-b696-941b936121ed/ENCFF724TAT.bigWig				
ENCFF600AOU	bigWig	bigWig		fold change over control	ENCSR112ALD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										CREB1-human	DNA						2017-11-14	ENCODE				2							ENCFF011HOS, ENCFF190EPQ, ENCFF950AXC	1769401229	ENCODE Processing Pipeline	745970abd488503fc0a851f93d11235f		https://www.encodeproject.org/files/ENCFF600AOU/@@download/ENCFF600AOU.bigWig	GRCh38				released	s3://encode-public/2016/11/15/460e15ef-87f2-434d-961c-27eaf89b0043/ENCFF600AOU.bigWig				
ENCFF853TTW	bigWig	bigWig		fold change over control	ENCSR112ALD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										CREB1-human	DNA						2017-11-14	ENCODE				2, 3							ENCFF011HOS, ENCFF190EPQ, ENCFF320SCI, ENCFF950AXC	2306227563	ENCODE Processing Pipeline	6322e8ed841e3828f4b223fbbdd608bd		https://www.encodeproject.org/files/ENCFF853TTW/@@download/ENCFF853TTW.bigWig	GRCh38				released	s3://encode-public/2017/11/11/b4c9c770-39cd-4f5c-9952-8240fcb7ee12/ENCFF853TTW.bigWig				
ENCFF414DXJ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	ENCSR112ALD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										CREB1-human	DNA						2017-11-14	ENCODE				2, 3							ENCFF011HOS, ENCFF190EPQ, ENCFF320SCI, ENCFF950AXC	7144818	ENCODE Processing Pipeline	e480e91417853bff750c38fffe4d4095		https://www.encodeproject.org/files/ENCFF414DXJ/@@download/ENCFF414DXJ.bed.gz	GRCh38				released	s3://encode-public/2017/11/11/8c438257-a6f8-4d45-8950-e2657fc27337/ENCFF414DXJ.bed.gz				
ENCFF304FKQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	ENCSR112ALD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										CREB1-human	DNA						2017-11-14	ENCODE				2							ENCFF011HOS, ENCFF190EPQ, ENCFF950AXC	6962480	ENCODE Processing Pipeline	8298dd330ebe3349c25c8bf501c7b9b7		https://www.encodeproject.org/files/ENCFF304FKQ/@@download/ENCFF304FKQ.bed.gz	GRCh38				released	s3://encode-public/2017/11/11/501fcce2-fc4a-470f-9868-ba24449d7428/ENCFF304FKQ.bed.gz				
ENCFF829GZL	bigWig	bigWig		signal p-value	ENCSR112ALD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										CREB1-human	DNA						2017-11-14	ENCODE				2, 3							ENCFF011HOS, ENCFF190EPQ, ENCFF320SCI, ENCFF950AXC	1785364718	ENCODE Processing Pipeline	6d0e487442fd2e95391613fd7a711df8		https://www.encodeproject.org/files/ENCFF829GZL/@@download/ENCFF829GZL.bigWig	GRCh38				released	s3://encode-public/2017/11/11/ca949303-81f3-4030-8449-8428588cdda4/ENCFF829GZL.bigWig				
ENCFF011KDH	bam	bam		alignments	ENCSR000DKB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				stable transfection	insertion	/targets/FOS-human/				FOS-human	DNA						2011-06-03	ENCODE				2			36				ENCFF000ZUD, ENCFF643CGH	546694625	ENCODE Processing Pipeline	bbd51e313fe780e799f199c1db848fd2		https://www.encodeproject.org/files/ENCFF011KDH/@@download/ENCFF011KDH.bam	GRCh38				released	s3://encode-public/2016/12/11/04c88be9-a997-45f7-aa79-abf565b8e82d/ENCFF011KDH.bam				
ENCFF011XRF	bam	bam		alignments	ENCSR588AKU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										RUNX1-human	DNA						2016-03-31	ENCODE				1			50				ENCFF643CGH, ENCFF644JIO	975007019	ENCODE Processing Pipeline	15d5e4c080f760145489bb7b69c3a5db		https://www.encodeproject.org/files/ENCFF011XRF/@@download/ENCFF011XRF.bam	GRCh38				released	s3://encode-public/2016/10/09/d3791be5-162d-4f1c-8c4a-e1e75d174446/ENCFF011XRF.bam				
ENCFF472QBL	bigWig	bigWig		signal p-value	ENCSR588AKU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										RUNX1-human	DNA						2016-03-31	ENCODE				1							ENCFF011XRF, ENCFF709XAA	553089199	ENCODE Processing Pipeline	20432fa59f6b5d8a62f4c43d524b60ec		https://www.encodeproject.org/files/ENCFF472QBL/@@download/ENCFF472QBL.bigWig	GRCh38				released	s3://encode-public/2016/10/31/d2a349a8-27a9-424d-8e5b-404ab9fbe09d/ENCFF472QBL.bigWig				
ENCFF198AJC	bigWig	bigWig		signal p-value	ENCSR588AKU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										RUNX1-human	DNA						2016-03-31	ENCODE				1, 2							ENCFF011XRF, ENCFF285EWB, ENCFF709XAA, ENCFF812KIP	1034774088	ENCODE Processing Pipeline	e5a708fcdfed961fa742cd8983294244		https://www.encodeproject.org/files/ENCFF198AJC/@@download/ENCFF198AJC.bigWig	GRCh38				released	s3://encode-public/2016/10/31/3a40f093-6fbe-4920-a1b7-0aa9807e32c5/ENCFF198AJC.bigWig				
